# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9578837445834658,1.0291912167276542,-12.903410815081878,0,3.0,0.21395848263610298,0.0,0.0,0.0
 0.09894249884442659,1.9721973591130195,1.0259120645757553,-12.903410815081878,0.2968274965332797,2.9999999999999996,0.21395848263610298,0.0,4.384464029495939,0.0
 0.14010559437069214,1.9865948897776204,1.0226613850674802,-12.722932703404261,0.4203167831120764,2.9999999999999996,0.2097800819974504,0.0,5.609431217400802,0.0
 0.17181264574798222,2.001075721807048,1.0194391079433747,-12.54507417959676,0.5154379372439466,3.0,0.20571708951331294,0.0,6.533310226361446,0.0
 0.19864376434880834,2.015639240431083,1.0162451629439853,-12.369778158057265,0.595931293046425,3.000000000000001,0.20176569176596776,0.0,7.282519160886235,0.0
 0.22237031864608228,2.0302848308795043,1.0130794798098581,-12.19698907176556,0.6671109559382468,2.999999999999998,0.1979222196448265,0.0,7.911908802724329,0.0
 0.24389941492404277,2.0450118783820925,1.0099419882815395,-12.026652825409265,0.7316982447721282,2.9999999999999987,0.19418314246566712,0.0,8.451872954267092,0.0
 0.2637691025374207,2.0598197681686266,1.0068326180995757,-11.858716750060019,0.791307307612262,3.0,0.19054506220369166,0.0,8.921574654724433,0.0
 0.282329412474679,2.0747078854688876,1.0037512990045132,-11.693129559339946,0.846988237424037,3.0,0.1870047080037403,0.0,9.334125968884367,0.0
 0.2998230967085145,2.089675615512655,1.0006979607368984,-11.529841307041439,0.8994692901255433,3.0,0.1835589311580317,0.0,9.699023873592076,0.0
 0.31642661918678905,2.1047223435297084,0.9976725330372769,-11.36880334613893,0.949279857560367,3.0,0.1802046999028185,0.0,10.023441504093444,0.0
 0.3322729786356104,2.119847454749827,0.9946749456461954,-11.209968289150833,0.996818935906831,2.9999999999999964,0.17693909478598052,0.0,10.31297386846323,0.0
 0.3474653296801138,2.1350503344027922,0.9917051283042002,-11.053289969828347,1.0423959890403411,2.9999999999999964,0.1737593039762558,0.0,10.572097354630841,0.0
 0.36208556619014426,2.1503303677183827,0.9887630107518376,-10.898723406096579,1.0862566985704325,2.999999999999996,0.1706626190843572,0.0,10.804467685580368,0.0
 0.37619997203706285,2.1656869399263794,0.9858485227296535,-10.74622476422238,1.1285999161111884,3.000000000000008,0.16764643077346045,0.0,11.013121259150186,0.0
 0.38986307775568724,2.181119436256561,0.9829615939781948,-10.595751324166581,1.1695892332670614,2.999999999999992,0.16470822475189018,0.0,11.200615925294656,0.0
 0.40312037352146024,2.1966272419387085,0.9801021542380072,-10.447261446086122,1.2093611205643806,3.0000000000000124,0.16184557821930787,0.0,11.369132290274592,0.0
 0.41601026735131563,2.212209742202601,0.9772701332496372,-10.300714537926904,1.2480308020539468,3.0,0.15905615592381206,0.0,11.520548425328109,0.0
 0.42856553021621735,2.227866322278018,0.974465460753631,-10.156071024099079,1.285696590648652,3.0,0.15633770657942234,0.0,11.656496147305193,0.0
 0.4408143833124824,2.243596367394741,0.9716880664905351,-10.013292315173558,1.322443149937447,2.9999999999999862,0.1536880599584676,0.0,11.77840420808612,0.0
 0.45278133011638855,2.259399262782548,0.9689378802008954,-9.872340778580487,1.3583439903491654,3.0000000000000044,0.1511051230825284,0.0,11.887531985719844,0.0
 0.46448780278778423,2.2752743936712205,0.9662148316252588,-9.733179710259314,1.3934634083633524,2.9999999999999907,0.14858687761156855,0.0,11.984996146488013,0.0
 0.4759526711382617,2.2912211452905367,0.9635188505041707,-9.59577330725885,1.4278580134147847,3.0,0.14613137667917456,0.0,12.071792025756395,0.0
 0.48719264824945163,2.307238902870278,0.960849866578178,-9.460086641198304,1.4615779447483546,3.0,0.14373674213829257,0.0,12.148810964574897,0.0
 0.4982226172689062,2.323327051640223,0.9582078095878267,-9.326085632635833,1.4946678518067182,2.999999999999995,0.14140116173092554,0.0,12.216854526190975,0.0
 0.5090558973176414,2.3394849768301533,0.9555926092736632,-9.193737026238946,1.5271676919529242,3.0000000000000258,0.13912288676332715,0.0,12.276646256443113,0.0
 0.5197044618137507,2.3557120636698468,0.9530041953762337,-9.063008366781293,1.559113385441252,2.99999999999999,0.1369002293901853,0.0,12.328841503012168,0.0
 0.5301791192131227,2.3720076973890847,0.9504424976360846,-8.933867975906084,1.5905373576393678,3.0,0.13473156040447418,0.0,12.374035674871951,0.0
 0.5404896637763451,2.388371263217646,0.947907445793762,-8.806284929653412,1.6214689913290354,3.0000000000000324,0.13261530676621316,0.0,12.412771244251328,0.0
 0.5506450022155536,2.404802146385312,0.9453989695898123,-8.680229036699565,1.6519350066466607,2.999999999999989,0.13054994964125466,0.0,12.445543717797328,0.0
 0.5606532607707643,2.421299732121861,0.9429169987647816,-8.55567081731167,1.681959782312293,3.000000000000011,0.12853402222304763,0.0,12.472806765070588,0.0
 0.5705218762851612,2.4378634056570734,0.9404614630592164,-8.43258148296182,1.7115656288554837,3.000000000000011,0.12656610774556284,0.0,12.494976642835777,0.0
 0.5802576741044465,2.454492552220729,0.938032292213663,-8.31093291661048,1.7407730223133397,3.0,0.12464483759719663,0.0,12.512436036974306,0.0
 0.5898669350545374,2.471186557042608,0.9356294159686672,-8.190697653609872,1.7696008051636123,3.0,0.12276888944230864,0.0,12.52553741232672,0.0
